Filename	Name in catalogue	Original title	Transliterated title	Type	Subtype	Subsubtype	Year	Collector	Performer	Number of voices	Performer gender or age	Audio recording	Archive reference	Additional remarks	Place	Contemporary_address	Latitude	Longitude	Address translated	Original metadata	SongName
Vinnytsia_ballads_556v_Teche richka nevelychka	05-БК-10	Тече річка невеличка	Teche richka nevelychka	Non-ritual	Ballad	БК	1972	Василенко З. І., Рубай Г. Т., Довженок Г. В.	Слюсар М. К., Голуб Г. С.	2 voices		 фонозапис ф. 14-10, од. зб. 1252 (3). Розшифр. Виноградов Г. В. 	– ІМФЕ, ф. 14-5, од. зб. 424/ІІІ, арк. 71		"с. Кармалюкове Жмеринського р-ну 
Вінницької обл. "	с. Кармалюкове Жмеринського р-ну Вінницької обл.	49.1535629	27.954607	Karmalyukove, Vinnytsia Oblast, Ukraine, 23120	"Зап. 1922 р. Кудрицька А. М. у с. Овечаче (нині с. Дружне Калинівського р-ну Вінницької обл.)
 від Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 44 (текст), арк. 140 (мел.). Вар. зап. у липні 1972 
р. експ. ІМФЕ (Василенко З. І., Рубай Г. Т., Довженок Г. В.) у с. Кармалюкове Жмеринського р-ну 
Вінницької обл. від Слюсар М. К., Голуб Г. С. – ІМФЕ, ф. 14-5, од. зб. 424/ІІІ, арк. 71; фонозапис 
ф. 14-10, од. зб. 1252 (3). Розшифр. Виноградов Г. В. Вар. 1 зап. у лютому 2007 р. Кушка Т. Я., 
Матіяш Д. В. у с. Устя Бершадського р-ну Вінницької обл. Розшифр. Єфремова Л. О. № 52 (432). фонозапис ф. 14-10, од. зб. 1252 (3). Розшифр. Виноградов Г. В. "	Vinnytsia_ballads_556v_Teche richka nevelychka
Vinnytsia_ballads_556v1_Teche richka nevelychka	05-БК-10	Тече річка невеличка	Teche richka nevelychka	Non-ritual	Ballad	БК	2007	Кушка Т. Я., Матіяш Д. В.	Д. Нагірної.	2 voices			Розшифр. Єфремова Л. О. № 52 (432).		с. Устя Бершадського р-ну Вінницької обл. 	с. Устя Бершадського р-ну Віницької обл.	48.3786637	29.6728751	Ustya, Vinnytsia Oblast, Ukraine, 24453	"Зап. 1922 р. Кудрицька А. М. у с. Овечаче (нині с. Дружне Калинівського р-ну Вінницької обл.)
 від Д. Нагірної. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 44 (текст), арк. 140 (мел.). Вар. зап. у липні 1972 
р. експ. ІМФЕ (Василенко З. І., Рубай Г. Т., Довженок Г. В.) у с. Кармалюкове Жмеринського р-ну 
Вінницької обл. від Слюсар М. К., Голуб Г. С. – ІМФЕ, ф. 14-5, од. зб. 424/ІІІ, арк. 71; фонозапис 
ф. 14-10, од. зб. 1252 (3). Розшифр. Виноградов Г. В. Вар. 1 зап. у лютому 2007 р. Кушка Т. Я., 
Матіяш Д. В. у с. Устя Бершадського р-ну Вінницької обл. Розшифр. Єфремова Л. О. № 52 (432)."	Vinnytsia_ballads_556v1_Teche richka nevelychka
Vinnytsia_ballads_557_Bula v poli, narobylas'	05-БР-01	Була в полі, наробилась	Bula v poli, narobylas'	Non-ritual	Ballad	БР	2008	Кушка Т. Я., Матіяш Д. В.	"Вдовиченко Н. А., Гунько В. М., Демчук В. М., Недопитанської Н. А., Любчик Г. І., Павлуник Н. С., 
Ковальчук І. П., Криворучко Л. Я., Біловус Н. І., Гуменчук К. А., Гуменчук Ю. Д."	unison			Розшифр. Єфремова Л. О., № 8 (181). 		с. Павлівка Калинівського р-ну Вінницької обл.	с. Павлівка Калинівського р-ну Вінницької обл.	49.4429672	28.4610373	Pavlivka, Vinnytsia Oblast, Ukraine, 22436	"Зап. 24.05 2008 р. Матіяш Д., Кушка Т. у с. Павлівка Калинівського р-ну Вінницької обл. від Вдо-
виченко Н. А., Гунько В. М., Демчук В. М., Недопитанської Н. А., Любчик Г. І., Павлуник Н. С., 
Ковальчук І. П., Криворучко Л. Я., Біловус Н. І., Гуменчук К. А., Гуменчук Ю. Д. Розшифр. Єфре-
мова Л. О., № 8 (181). Вар. зап. 23.VI 1927 р. Корсовецький І. у с. Ковалівка Вінницької окр. (нині 
Немирівського р-ну Вінницької обл). від Марії Карпівни Романенко, 49 р. – ІМФЕ, ф. 6-4, од. зб. 
157, арк. 7 (12-13), № 9. Вар. 1 зап. у червні 1972 р. експ. ІМФЕ у с. Кармалюкове Жмеринського 
р-ну Вінницької обл. від Слюсар М. К., Ковальчук Г. С., Голуб Т. І. – ІМФЕ, ф. 14-5, од. зб. 424/ІV, 
арк. 179; фонозапис ф. 14-10, од. зб. 1255 (5). Розшифр. Істомін С."	Vinnytsia_ballads_557_Bula v poli, narobylas'
Vinnytsia_ballads_557v_Bula v poli, narobylas'	05-БР-01	Була в полі, наробилась	Bula v poli, narobylas'	Non-ritual	Ballad	БР	1927	Корсовецький І.	Марії Карпівни Романенко, 49 р.	unison			– ІМФЕ, ф. 6-4, од. зб. 157, арк. 7 (12-13), № 9.		с. Ковалівка Вінницької окр. (нині Немирівського р-ну Вінницької обл).	с. Ковалівка Немирівського р-ну Він-ницької обл	49.0232387	28.8919696	Kovalivka, Vinnytsia Oblast, Ukraine, 22830	"Зап. 24.05 2008 р. Матіяш Д., Кушка Т. у с. Павлівка Калинівського р-ну Вінницької обл. від Вдо-
виченко Н. А., Гунько В. М., Демчук В. М., Недопитанської Н. А., Любчик Г. І., Павлуник Н. С., 
Ковальчук І. П., Криворучко Л. Я., Біловус Н. І., Гуменчук К. А., Гуменчук Ю. Д. Розшифр. Єфре-
мова Л. О., № 8 (181). Вар. зап. 23.VI 1927 р. Корсовецький І. у с. Ковалівка Вінницької окр. (нині 
Немирівського р-ну Вінницької обл). від Марії Карпівни Романенко, 49 р. – ІМФЕ, ф. 6-4, од. зб. 
157, арк. 7 (12-13), № 9. Вар. 1 зап. у червні 1972 р. експ. ІМФЕ у с. Кармалюкове Жмеринського 
р-ну Вінницької обл. від Слюсар М. К., Ковальчук Г. С., Голуб Т. І. – ІМФЕ, ф. 14-5, од. зб. 424/ІV, 
арк. 179; фонозапис ф. 14-10, од. зб. 1255 (5). Розшифр. Істомін С."	Vinnytsia_ballads_557v_Bula v poli, narobylas'
Vinnytsia_ballads_557v1_Bula v poli, narobylas'	05-БР-01	Була в полі, наробилась	Bula v poli, narobylas'	Non-ritual	Ballad	БР	1972	Експедиція ІМФЕ	Слюсар М. К., Ковальчук Г. С., Голуб Т. І.	2 voices		 фонозапис ф. 14-10, од. зб. 1255 (5). Розшифр. Істомін С.	– ІМФЕ, ф. 14-5, од. зб. 424/ІV, арк. 179		"с. Кармалюкове Жмеринського 
р-ну Вінницької обл."	с. Кармалюкове Жмеринського р-ну Вінницької обл.	49.1535629	27.954607	Karmalyukove, Vinnytsia Oblast, Ukraine, 23120	"Зап. 24.05 2008 р. Матіяш Д., Кушка Т. у с. Павлівка Калинівського р-ну Вінницької обл. від Вдо-
виченко Н. А., Гунько В. М., Демчук В. М., Недопитанської Н. А., Любчик Г. І., Павлуник Н. С., 
Ковальчук І. П., Криворучко Л. Я., Біловус Н. І., Гуменчук К. А., Гуменчук Ю. Д. Розшифр. Єфре-
мова Л. О., № 8 (181). Вар. зап. 23.VI 1927 р. Корсовецький І. у с. Ковалівка Вінницької окр. (нині 
Немирівського р-ну Вінницької обл). від Марії Карпівни Романенко, 49 р. – ІМФЕ, ф. 6-4, од. зб. 
157, арк. 7 (12-13), № 9. Вар. 1 зап. у червні 1972 р. експ. ІМФЕ у с. Кармалюкове Жмеринського 
р-ну Вінницької обл. від Слюсар М. К., Ковальчук Г. С., Голуб Т. І. – ІМФЕ, ф. 14-5, од. зб. 424/ІV, 
арк. 179; фонозапис ф. 14-10, од. зб. 1255 (5). Розшифр. Істомін С."	Vinnytsia_ballads_557v1_Bula v poli, narobylas'
Vinnytsia_ballads_558_Na horodi chornobel'	05-БР-02	На городі чорнобель	Na horodi chornobel'	Non-ritual	Ballad	БР	2008	Кушка Т. Я., Матіяш Д. В.	від гурту. 	2 voices			Розшифр. Єфремова Л. О., № 3 (66).		с. Бірків Літинського р-ну Вінницької обл.	с. Бірків Літинського р-ну Вінницької обл.	49.2840862	28.0790768	Birkiv, Vinnytsia Oblast, Ukraine, 22352	"Зап. 09.06 2008 р. Матіяш Д., Кушка Т. у с. Бірків Літинського р-ну Вінницької обл. від гурту. Роз-
шифр. Єфремова Л. О., № 3 (66)."	Vinnytsia_ballads_558_Na horodi chornobel'
Vinnytsia_ballads_559_A v horodi chornomyn	05-БР-02	А в городі чорномин	A v horodi chornomyn	Non-ritual	Ballad	БР	2015	Гарбулінська Тетяна	"від фольк. анс. ""Берегиня"""	2 voices			З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 13 (153). 		с. Бирлівка Бершадського р-ну Вінницької обл. 	с. Бирлівка Бершадського р-ну Вінницької обл.	48.3741129	29.4565425	Byrlivka, Vinnytsia Oblast, Ukraine, 24414	"Зап. 26 лютого 2015 р. Гарбулінська Т. Є. від фольк. анс. ""Берегиня"" з с. Бирлівка Бершадського 
р-ну Вінницької обл. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 13 (153). Вар. зап. 
1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. Розшифр. Єфре-
мова Л. О., № 46 (311)."	Vinnytsia_ballads_559_A v horodi chornomyn
Vinnytsia_ballads_559v_A v horodi chornomyn	05-БР-02	А в городі чорномин	A v horodi chornomyn	Non-ritual	Ballad	БР	1998	Бідюк Л. М.	від гурту.	3 voices			Розшифр. Єфремова Л. О., № 46 (311).		с. Сиваківці  Липовецького р-ну Вінницької обл. 	с. Сиваківці Липовецького р-ну Вінницької обл.	49.32703799999999	28.6661382	Syvakivtsi, Vinnytsia Oblast, Ukraine, 22514	"Зап. 26 лютого 2015 р. Гарбулінська Т. Є. від фольк. анс. ""Берегиня"" з с. Бирлівка Бершадського 
р-ну Вінницької обл. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 13 (153). Вар. зап. 
1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. Розшифр. Єфре-
мова Л. О., № 46 (311)."	Vinnytsia_ballads_559v_A v horodi chornomyn
Vinnytsia_ballads_560_Sluzhyla Nastja u pana	05-БР-03	Служила Настя у пана	Sluzhyla Nastja u pana	Non-ritual	Ballad	БР	2007	Кушка Т. Я., Матіяш Д. В.	від гурту. 	2 voices			Розшифр. Єфремова Л. О. № 38 (685). Таку трагічну може не треба співать. (Одна з жінок)		с. Рожична Оратівського р-ну Вінницької обл.	с. Рожична Оратівського р-ну Вінницької обл.	49.186765	29.61625	Rozhychna, Vinnytsia Oblast, Ukraine, 22650	"Зап. 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Рожична Оратівського р-ну Вінницької обл. від гурту. 
Розшифр. Єфремова Л. О. № 38 (685). Таку трагічну може не треба співать. (Одна з жінок)"	Vinnytsia_ballads_560_Sluzhyla Nastja u pana
Vinnytsia_ballads_561_U nashomu seli	05-БР-06	У нашому селі	U nashomu seli	Non-ritual	Ballad	БР	2009	Кушка Т. Я., Матіяш Д. В.	"від фольк. анс. ""Джерело""(кер. Білкун І. С.),"	2 voices			№ 1. Розшифр. Єфремова Л. О., № 1		с. Білки Іллінецького р-ну Вінницької обл.	с. Білки Іллінецького р-ну Вінницької обл.	48.9515514	29.2919561	Bilky, Vinnytsia Oblast, Ukraine, 22744	"Зап. 2009 р. Кушка Т Я., Матіяш Д. В. у с. Білки Іллінецького р-ну Вінницької обл. від фольк. анс. 
""Джерело""(кер. Білкун І. С.), № 1. Розшифр. Єфремова Л. О., № 1. Вар. зап. Матіяш Д., Кушка Т. у 
с. Ободівка Тростянецького р-ну Вінницької обл. від гурту Розшифр. Єфремова Л. О., № 2 (142). "	Vinnytsia_ballads_561_U nashomu seli
