filename,year,place,performer,collector,archive reference,original metadata
Kmeln_ballads_597v2.Bula sobi Hanzia_4st_(singl)_5+6_(14-БР-03).xml,1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівка Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 177 зв.-178. Вар. 1 зап. 1927-1928 
рр. Харків В. Й. у с. Вітківці Жванецького р-ну Кам’янецької окр. (нині Кам’янець-Подільського 
р-ну Хмельницької обл.) від Шевчук Ольги. – ІМФЕ, ф.6-3, од.зб. 77, арк. 55 (45), № 75б. Чeрнет-
ка. Вар. 2 зап. 1927-1928 рр. Харків В. Й. у с. Вітківці від Дрегуш Дони. – ІМФЕ, ф.6-3, од.зб. 77, 
арк. 55 (45), № 75а. Чeрнетка."
Kmeln_ballads_598.Popalasia Hania_4st_(singl)_6+6_(14-БР-03).xml,1978,,,,,"Зап. у липні 1978 р. Зеленчук В. І. у с. Студениця Кам’янець-Подільського р-ну Хмельницької обл. 
від Мельник Ольги Тимофіївни, 1904 р. н. – ІМФЕ, ф. 14-3, од. зб. 973, арк. 199-200 (текст), арк. 
261 (мел.), № 141. Нотація Мишанича М. В. "
Kmeln_ballads_599.A v poli bereza_6st_(2voices)_6+6_r_(14-БР-04).xml,1986,,,,,"Зап. 27 липня 1986 р. Дмитренко М. К. у с. Яхнівці Волочиського р-ну Хмельницької обл. від 
Щесняк Н. І., 1944 р.н., Козак Н. В.,  Посполіти М. П., Дишльовської Ф. М. Нотація Єфремової 
Л. О. Вар. 1 зап. 1987 р. Нагорний Л. С. у с. Баламутівка Ярмолинецького р-ну Хмельницької обл. 
від Руської Марії Іванівни. Вар. 2 зап. 1971 р. Іванов В. у с. Острівчани Кам'янець-Подільського 
р-ну Хмельницької обл. від Бабак Л. – ІМФЕ, ф. 14-3, од. зб. 1093, арк. 1, № 1. "
Kmeln_ballads_599v1.A v poli bereza_6st_(2voices)_6+6_r_(14-БР-04).xml,1986,,,,,"Зап. 27 липня 1986 р. Дмитренко М. К. у с. Яхнівці Волочиського р-ну Хмельницької обл. від 
Щесняк Н. І., 1944 р.н., Козак Н. В.,  Посполіти М. П., Дишльовської Ф. М. Нотація Єфремової 
Л. О. Вар. 1 зап. 1987 р. Нагорний Л. С. у с. Баламутівка Ярмолинецького р-ну Хмельницької обл. 
від Руської Марії Іванівни. Вар. 2 зап. 1971 р. Іванов В. у с. Острівчани Кам'янець-Подільського 
р-ну Хмельницької обл. від Бабак Л. – ІМФЕ, ф. 14-3, од. зб. 1093, арк. 1, № 1. "
Kmeln_ballads_599v2.A v poli bereza_6st_(2voices)_6+6_r_(14-БР-04).xml,1986,,,,,"Зап. 27 липня 1986 р. Дмитренко М. К. у с. Яхнівці Волочиського р-ну Хмельницької обл. від 
Щесняк Н. І., 1944 р.н., Козак Н. В.,  Посполіти М. П., Дишльовської Ф. М. Нотація Єфремової 
Л. О. Вар. 1 зап. 1987 р. Нагорний Л. С. у с. Баламутівка Ярмолинецького р-ну Хмельницької обл. 
від Руської Марії Іванівни. Вар. 2 зап. 1971 р. Іванов В. у с. Острівчани Кам'янець-Подільського 
р-ну Хмельницької обл. від Бабак Л. – ІМФЕ, ф. 14-3, од. зб. 1093, арк. 1, № 1. "
"Kmeln_ballads_600.Chy rada ty, nenko_3st_(singl)_6+6+6_(14-БР-04).xml",1928,,,,,"Зап. [1928 р.] Харків В. Й. у с. Борсуки Староушицького р-ну Кам’янецької окр. (нині Новоушиць-
кого р-ну Хмельницької обл.) від Довгешко Ярини. – ІМФЕ, ф. 6-3, од. зб. 81, арк. 104 (121) 
(текст), арк. 105 (122) (мел.) № 23. Чeрнетка."
"Kmeln_ballads_601.Chy rada ty, maty_3st_(singl)_6+6+6_(14-БР-04).xml",unknown,,,,,
"Kmeln_ballads_602.Oi u poli, v poli_6st_(2voices)_6+6_r_(14-БР-04).xml",1987,,,,,"Зап. 1987 р. Гримич М. В. у с. Мокіївці Шепетівського р-ну Хмельницької обл. від Уланової Г. С., 
1907 р. н. та Захарець О. Р., 1921 р. н. – ІМФЕ, ф. 14-5, од. зб. 508, арк. 3-4, фонозапис ф. 14-10, 
од. зб. 1676. Мел. ред. Єфремова Л. О."
Kmeln_ballads_603.Oi bula sobi udovyna_3st_(singl)_9+10_(14-БР-04а).xml,1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівка Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 154 зв.-155."
Kmeln_ballads_604.Oi za haiom zelenenkym_2st_(singl)_8+8_(15-БР-05).xml,1926,,,,,"Зап. 1926 р. Гайдай М. П. у с. Адамівка біля Зінькова (нині Віньковецького р-ну) від Ксенії Федо-
рук. – ІМФЕ, ф. 6-3, од. зб. 69, арк. 41-42 (21), № 63. Вар. 1 зап. 1918 р. Постоловський А. у с. Чор-
нокозинці Кам’янець-Подільського р-ну. – ІМФЕ, ф. 6-4, од. зб. 119, арк. 114, № 77. Вар. 2 зап. Ко-
нощенко А. у с. Калюс Новоушицького р-ну від Н. Коротана. – ІМФЕ, ф. 6-4, од. зб. 148, арк. 49,
№ 87. "
Kmeln_ballads_604v1.Oi za haiom zelenenkym_3st_(singl)_8+8+8_(15-БР-05).xml,1926,,,,,"Зап. 1926 р. Гайдай М. П. у с. Адамівка біля Зінькова (нині Віньковецького р-ну) від Ксенії Федо-
рук. – ІМФЕ, ф. 6-3, од. зб. 69, арк. 41-42 (21), № 63. Вар. 1 зап. 1918 р. Постоловський А. у с. Чор-
нокозинці Кам’янець-Подільського р-ну. – ІМФЕ, ф. 6-4, од. зб. 119, арк. 114, № 77. Вар. 2 зап. Ко-
нощенко А. у с. Калюс Новоушицького р-ну від Н. Коротана. – ІМФЕ, ф. 6-4, од. зб. 148, арк. 49,
№ 87. "
Kmeln_ballads_604v2.Oi za haiom zelenenkym_4st_(singl)_8+8_r_(15-БР-05).xml,1926,,,,,"Зап. 1926 р. Гайдай М. П. у с. Адамівка біля Зінькова (нині Віньковецького р-ну) від Ксенії Федо-
рук. – ІМФЕ, ф. 6-3, од. зб. 69, арк. 41-42 (21), № 63. Вар. 1 зап. 1918 р. Постоловський А. у с. Чор-
нокозинці Кам’янець-Подільського р-ну. – ІМФЕ, ф. 6-4, од. зб. 119, арк. 114, № 77. Вар. 2 зап. Ко-
нощенко А. у с. Калюс Новоушицького р-ну від Н. Коротана. – ІМФЕ, ф. 6-4, од. зб. 148, арк. 49,
№ 87. "
Kmeln_ballads_605.Oi za haiem zelenenkym_4st_(2voices)_8+8_r_(15-БР-05).xml,1986,,,,,"Зап. 27 липня 1986 р. Дмитренко М. К. у с. Яхнівці Волочиського р-ну від Козак Н. В., Щесняк 
Н. І. 1944 р. н., Посполіти М. П., Дишльовської Ф. М., Сердечної Г. К. Нотація Єфремова Л.О."
Kmeln_ballads_606.Syn materi ne poslukhav_4st_(singl)_8+8_(15-БР-05).xml,1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівка Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 182."
Kmeln_ballads_608.Da chorna y khmara nastupyla_4st_(singl)_9+8_(15-БР-06б+23-БС-02).xml,1928,,,,,"Зап. 1928 р. Харків В. Й. у с. Стара Ушиця Кам’янець-Подільського р-ну від Петра Подольського, 
80 р. – ІМФЕ, ф.6-3, од. зб. 81, арк. 58-59 (64, 66) (текст), арк. 59а (68) (мел.), № 54. Чeрнетка. "
Kmeln_ballads_609.Tuman yarom pokotyvsia_3st_(singl)_8+8+8_(15-БР-06б+23-БС-02).xml,1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівка Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 148 зв.-149. Вар. зап. 1937 р. 
Гайдай М. П. у с. Галузинці Деражнянського р-ну. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 53."
Kmeln_ballads_609v.Tuman yarom pokotyvsia_3st_(singl)_8+8_r_(15-БР-06б+23-БС-02).xml,1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівка Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 148 зв.-149. Вар. зап. 1937 р. 
Гайдай М. П. у с. Галузинці Деражнянського р-ну. – ІМФЕ, ф. 8-3, од. зб. 182, арк. 53."
Kmeln_ballads_610.Chorna khmara nastupaie_3st_(2voices)_8+8+8_(15-БР-07).xml,1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівки Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 41."
Kmeln_ballads_611.U poliu mohyla_6st_(singl)_6+6_r_(15-БР-08).xml,1971,,,,,"Зап. у травні 1971 р. експ. ІМФЕ у складі: Шумада Н. С., Іванов В. Ф., Довженок Г. В., Спінатьєв 
В. Г. від Стрілецької Параски Михайлівни, 1902 р. н. у м. Кам’янець-Подільський Хмельницької 
обл. – ІМФЕ, ф. 14-5, од. зб. 419, арк. 35-36, пл. ф. 14-10, од. зб. 1177 (18). Нотація Ю. Василенка. "
"Kmeln_ballads_613.Za Vasylom, za Vasylom_4st_(singl)_8+6_(15-БР-10).xml",1978,,,,,"Зап. 22 липня 1978 р. Дем’ян Г. В. у с. Лоївці Новоушицького р-ну Хмельницької обл. від Розової 
Марії Василівни, 1930 р. н. – ІМФЕ, ф. 14-3, од. зб. 973, арк. 116 (текст), арк. 244 (мел.), № 81. Но-
тація Мишанича М. В."
Kmeln_ballads_614.Z horia i z dosady_4st_(singl)_6+6_(15-БР).xml,1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівка Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 169 зв."
Kmeln_ballads_615.Nashcho zh bo ya povdovila_3st_(singl)_8+8+8_(16-БР-02).xml,1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівки Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 35. Вар. зап. 1936 р. Гайдай М. П. 
у с. Згарок Деражнянського р-ну від Юстини Лук’янівни Блажко. – ІМФЕ, ф. 8-3, од. зб. 181, арк. 
65."
Kmeln_ballads_615v.Nashcho zh bo ya povdovila_3st_(singl)_8+8+8_(16-БР-02).xml,1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівки Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 35. Вар. зап. 1936 р. Гайдай М. П. 
у с. Згарок Деражнянського р-ну від Юстини Лук’янівни Блажко. – ІМФЕ, ф. 8-3, од. зб. 181, арк. 
65."
"Kmeln_ballads_616.Oi ne hnysia, hrushko rasna_4st_(singl)_8+8_(16-БР-03).xml",1928,,,,,"Зап. 1928 р. Харків В. у с. Демшин Кам’янець-Подільського р-ну Хмельницької обл. – ІМФЕ, ф. 
6-3, од. зб. 81, арк. 189-190 (219-221), № 71. Вар. зап. 1937 р. Гайдай М. П. у с. Згарок Деражнян-
ського р-ну від Михайла Петровича Полюха, 20 р. – ІМФЕ, ф. 8-3, од. зб. 181, арк. 81."
"Kmeln_ballads_616v.Oi ne hnysia, hrushko rasna_3st_(singl)_8+8+8_(16-БР-03).xml",1928,,,,,"Зап. 1928 р. Харків В. у с. Демшин Кам’янець-Подільського р-ну Хмельницької обл. – ІМФЕ, ф. 
6-3, од. зб. 81, арк. 189-190 (219-221), № 71. Вар. зап. 1937 р. Гайдай М. П. у с. Згарок Деражнян-
ського р-ну від Михайла Петровича Полюха, 20 р. – ІМФЕ, ф. 8-3, од. зб. 181, арк. 81."
Kmeln_ballads_617.Pid biloiu berezoiu_3st_(singl)_8+8+8_(16-БР-03).xml,1971,,,,,"Зап. 1971 р. Струтинський О. Д. від Осінської Броніслави Мартинівни з м. Шепетівки Шепетів-
ського р-ну Хмельницької обл. – ІМФЕ, ф. 14-3, од. зб. 860, арк. 36. Вар. зап. 1969 р. Іванов В. І. 
у с. Жердя Чемеровецького р-ну Хмельницької обл. від Савчук Федори Антонівни, 1886 р. н. –
ІМФЕ, ф. 14-3, од. зб. 1093, арк. 122 (зв.), № 3. "
Kmeln_ballads_618.Pid biloiu berezoiu_3st_(singl)_8+8+8_(16-БР-03).xml,1978,,,,,"Зап. 23 липня 1978 р. Дем’ян Г. В., Бучок Р. В.  у с. Лоївці Новоушицького р-ну Хмельницької 
обл. від Скрипник Анастасії Михайлівни, 1918 р. н. – ІМФЕ, ф. 14-3, од. зб. 973, арк. 153-154 
(текст), арк. 252 (мел.), № 106. Нотація Мишанича М. В."
